LAT,LON,MONTH,PCO2_SW,MOD_SST,VCO2_AIR,PCO2_AIR,PBARO,SST,SAL,DELTA_PCO2,WINDSPEED,P_VEL_SW06,GASCOEFSW,K0_CO2,AREA_MKM2,ICE_PCT,FLUXM2SW06,FLUXGMSW06,TFLUXSW06
-32,227.5,2,350.21,19.71,367.17,358.72,1017.4,23,35.09,-8.51,7.04,13.78,0.003077,0.030588,0.209692,0,-0.026185,-0.314482,-0.000066
-32,232.5,2,350.86,19.59,367.17,358.86,1018.1,23.18,35.14,-8,6.58,12.09,0.0026862,0.030436,0.209692,0,-0.02149,-0.258095,-0.0000541
-32,237.5,2,351.98,19.34,367.17,358.97,1018.8,23.42,35.18,-6.99,6.35,11.32,0.0024988,0.030239,0.209692,0,-0.017467,-0.209779,-0.000044
-32,242.5,2,354.82,19.17,367.17,359.1,1019.4,23.56,35.21,-4.28,6.21,10.87,0.0023903,0.030124,0.209692,0,-0.01023,-0.122862,-0.0000258
-32,247.5,2,358.77,19.07,367.17,359.26,1019.9,23.6,35.23,-0.49,5.93,9.92,0.002179,0.030089,0.209692,0,-0.001068,-0.012827,-0.0000027
-32,252.5,2,363.09,19.04,367.17,359.49,1020.4,23.51,35.19,3.6,5.65,8.98,0.0019775,0.030166,0.209692,0,0.007119,0.085499,0.0000179
-32,257.5,2,366.73,19,367.17,359.77,1020.9,23.35,35.16,6.96,5.61,8.82,0.0019507,0.030297,0.209692,0,0.013577,0.16306,0.0000342
-32,262.5,2,382.62,21.14,367.17,360.09,1021.2,23.01,35.23,22.53,5.55,8.57,0.0019119,0.030561,0.209692,0,0.043075,0.517331,0.0001085
-32,267.5,2,381.5,20.98,367.17,360.39,1021.2,22.51,35.13,21.11,5.45,8.16,0.0018456,0.030984,0.209692,0,0.038961,0.467922,0.0000981
-32,272.5,2,372.45,18.98,367.17,360.61,1020.7,21.81,34.76,11.84,5.44,8,0.001847,0.031626,0.209692,0,0.021868,0.262635,0.0000551
-32,277.5,2,370.6,17.89,367.17,360.74,1019.6,20.86,34.58,9.86,6.21,10.19,0.0024164,0.032484,0.209692,0,0.023826,0.28615,0.00006
-32,282.5,2,383.65,17.79,367.17,360.69,1017.5,19.49,34.38,22.96,7.87,15.83,0.0039037,0.033781,0.209692,0,0.089629,1.076444,0.0002257
-32,287.5,2,379.11,18.02,367.17,360.02,1014.1,18.32,34.33,19.09,7.01,12.2,0.0031113,0.034935,0.209692,0,0.059395,0.713334,0.0001496
-32,312.5,2,352.59,22.52,367.17,356.47,1013.2,24.17,35.35,-3.88,7.58,16.43,0.0035538,0.02963,0.209692,0,-0.013789,-0.165606,-0.0000347
-32,317.5,2,357.7,23.37,367.17,357.26,1014.2,23.49,36.12,0.44,7.44,15.57,0.0034161,0.030055,0.209692,0,0.001503,0.018051,0.0000038
-32,322.5,2,358.04,23.44,367.17,357.84,1015.4,23.26,35.86,0.2,7.41,15.36,0.0033944,0.030273,0.209692,0,0.000679,0.008155,0.0000017
-32,327.5,2,369.47,24.34,367.17,358.28,1016.7,23.31,35.65,11.19,6.91,13.38,0.0029558,0.030262,0.209692,0,0.033075,0.397231,0.0000833
-32,332.5,2,364.44,22.83,367.17,358.59,1017.7,23.39,35.72,5.85,6.76,12.83,0.0028274,0.030189,0.209692,0,0.01654,0.198645,0.0000417
-32,337.5,2,364.64,22.9,367.17,358.92,1018.6,23.38,35.86,5.72,6.71,12.63,0.0027823,0.030178,0.209692,0,0.015915,0.191139,0.0000401
-32,342.5,2,410.94,25.37,367.17,359.23,1019.3,23.3,35.79,51.71,6.46,11.69,0.0025815,0.030251,0.209692,0,0.133489,1.603203,0.0003362
-32,347.5,2,407.83,24.93,367.17,359.57,1019.8,23.03,35.81,48.26,6.22,10.77,0.0023951,0.030464,0.209692,0,0.115588,1.388212,0.0002911
-32,352.5,2,405.48,24.72,367.17,359.89,1020,22.62,35.7,45.59,5.97,9.82,0.0022089,0.030813,0.209692,0,0.100704,1.209455,0.0002536
-32,357.5,2,402.16,24.05,367.17,360.15,1019.9,22.11,35.61,42.01,5.79,9.13,0.0020827,0.031249,0.209692,0,0.087494,1.050803,0.0002204
-36,2.5,2,370.18,19.21,366.36,360.57,1018.8,19.07,34.93,9.61,7.22,13.19,0.0032831,0.034097,0.200037,0,0.031551,0.378928,0.0000758
-36,7.5,2,357.36,18.66,366.36,360.32,1018.4,19.28,35.14,-2.96,7.05,12.64,0.0031244,0.033861,0.200037,0,-0.009248,-0.111068,-0.0000222
-36,12.5,2,327.29,19.4,366.36,359.62,1017.3,19.9,35.43,-32.33,7.4,14.14,0.0034301,0.03323,0.200037,0,-0.110895,-1.331849,-0.0002664
-36,17.5,2,330.98,19.67,366.36,358.56,1015.6,20.75,35.45,-27.58,7.88,16.37,0.003878,0.032452,0.200037,0,-0.106955,-1.28453,-0.000257
-36,22.5,2,314.54,18.96,366.36,357.4,1014.6,22.18,35.42,-42.86,8.02,17.54,0.0039972,0.031218,0.200037,0,-0.17132,-2.057553,-0.0004116
-36,27.5,2,328.96,23.25,366.36,357.05,1014.6,22.77,35.46,-28.09,7.75,16.61,0.0037253,0.030724,0.200037,0,-0.104644,-1.256774,-0.0002514
-36,32.5,2,342.56,24.67,366.36,357.57,1015.3,22.33,35.58,-15.01,7.75,16.44,0.0037287,0.03107,0.200037,0,-0.055968,-0.672176,-0.0001345
-36,37.5,2,349.49,23.54,366.36,357.99,1016.1,22.1,35.58,-8.5,7.4,14.91,0.0034026,0.031262,0.200037,0,-0.028922,-0.347353,-0.0000695
-36,42.5,2,336.88,20.94,366.36,358.61,1017.1,21.64,35.61,-21.73,7.34,14.51,0.0033523,0.031648,0.200037,0,-0.072845,-0.874868,-0.000175
-36,47.5,2,325.4,19.28,366.36,359.14,1018.1,21.35,35.59,-33.74,7.37,14.52,0.0033815,0.031902,0.200037,0,-0.114092,-1.370245,-0.0002741
-36,52.5,2,348.76,20.01,366.36,359.79,1019,20.74,35.48,-11.03,7.15,13.47,0.0031915,0.032456,0.200037,0,-0.035202,-0.422776,-0.0000846
-36,57.5,2,356.35,21.17,366.36,360.18,1019.6,20.42,35.39,-3.83,7.05,13,0.0031088,0.032758,0.200037,0,-0.011907,-0.143003,-0.0000286
-36,62.5,2,353.69,20.93,366.36,360.32,1020,20.42,35.33,-6.63,7.09,13.14,0.0031431,0.032768,0.200037,0,-0.020839,-0.250276,-0.0000501
-36,67.5,2,375.1,22.07,366.36,360.51,1020.3,20.27,35.35,14.59,7.09,13.1,0.0031464,0.032901,0.200037,0,0.045906,0.551331,0.0001103
-36,72.5,2,366.43,20.66,366.36,360.63,1020.4,20.11,35.46,5.8,7,12.72,0.0030672,0.033031,0.200037,0,0.01779,0.213658,0.0000427
-36,77.5,2,363.45,20.14,366.36,360.77,1020.5,19.9,35.52,2.68,6.92,12.36,0.002997,0.033216,0.200037,0,0.008032,0.096464,0.0000193
-36,82.5,2,338.61,18.62,366.36,360.97,1020.6,19.58,35.51,-22.36,6.91,12.23,0.0029924,0.033517,0.200037,0,-0.06691,-0.803589,-0.0001608
-36,87.5,2,343.22,16.27,366.36,361.05,1020.4,19.27,35.41,-17.83,6.91,12.14,0.0029979,0.033828,0.200037,0,-0.053453,-0.641971,-0.0001284
-36,92.5,2,346.74,16.51,366.36,361.15,1020.1,18.85,35.36,-14.41,6.84,11.77,0.0029421,0.034242,0.200037,0,-0.042396,-0.509176,-0.0001019
-36,97.5,2,347.23,16.63,366.36,361.19,1019.7,18.45,35.44,-13.96,6.85,11.69,0.0029546,0.034623,0.200037,0,-0.041246,-0.495364,-0.0000991
-36,102.5,2,349.86,16.88,366.36,361.06,1019.2,18.34,35.61,-11.2,6.83,11.59,0.0029362,0.034704,0.200037,0,-0.032885,-0.394949,-0.000079
-36,107.5,2,349.39,17.25,366.36,360.75,1018.4,18.4,35.68,-11.36,7.07,12.44,0.0031451,0.034633,0.200037,0,-0.035728,-0.429093,-0.0000858
-36,112.5,2,343.21,20.31,366.36,359.91,1017.1,19.16,35.65,-16.7,7.72,15.11,0.0037387,0.033895,0.200037,0,-0.062436,-0.749856,-0.00015
-36,127.5,2,343.72,10.69,366.36,359.97,1016.8,18.82,35.65,-16.25,7.27,13.29,0.0033203,0.034224,0.200037,0,-0.053955,-0.648,-0.0001296
-36,157.5,2,346.9,24.07,366.36,357.6,1015.3,22.27,35.54,-10.7,7.98,17.4,0.0039535,0.031125,0.200037,0,-0.042302,-0.508047,-0.0001016
-36,162.5,2,337.93,22.08,366.36,358.25,1015.6,21.31,35.59,-20.32,7.47,14.91,0.0034761,0.031937,0.200037,0,-0.070634,-0.848314,-0.0001697
-36,167.5,2,338.88,21.31,366.36,358.58,1015.5,20.64,35.57,-19.7,7.22,13.7,0.0032536,0.032532,0.200037,0,-0.064096,-0.769793,-0.000154
-36,172.5,2,346.88,21.3,366.36,358.54,1015.5,20.72,35.53,-11.66,7.16,13.5,0.0031996,0.032467,0.200037,0,-0.037307,-0.448057,-0.0000896
-36,177.5,2,361.47,22.14,366.36,358.22,1015.3,21.18,35.64,3.25,7.26,14.04,0.0032841,0.032043,0.200037,0,0.010673,0.128183,0.0000256
-36,182.5,2,358.02,21.45,366.36,358.45,1015.3,20.75,35.52,-0.43,7.51,14.87,0.0035216,0.032441,0.200037,0,-0.001514,-0.018183,-0.0000036
-36,187.5,2,351.85,20.66,366.36,358.59,1015.5,20.61,35.34,-6.74,7.71,15.61,0.0037142,0.032594,0.200037,0,-0.025034,-0.300658,-0.0000601
-36,192.5,2,351.76,20.45,366.36,358.78,1015.7,20.39,35.12,-7.02,7.67,15.37,0.0036832,0.032827,0.200037,0,-0.025856,-0.310531,-0.0000621
-36,197.5,2,345.74,18.8,366.36,359,1016,20.19,34.92,-13.26,7.5,14.63,0.0035287,0.033041,0.200037,0,-0.046791,-0.56196,-0.0001124
-36,202.5,2,344.33,16.96,366.36,359.24,1016.4,20,34.8,-14.91,7.46,14.4,0.0034936,0.033235,0.200037,0,-0.05209,-0.625601,-0.0001252
-36,207.5,2,346.37,16.77,366.36,359.44,1016.9,19.95,34.77,-13.07,7.39,14.12,0.003431,0.033286,0.200037,0,-0.044843,-0.538564,-0.0001077
-36,212.5,2,348.79,16.84,366.36,359.53,1017.2,20,34.87,-10.74,7.3,13.79,0.0033446,0.033224,0.200037,0,-0.035921,-0.431411,-0.0000863
-36,217.5,2,349.12,16.88,366.36,359.63,1017.5,20,34.84,-10.51,7.15,13.23,0.0032092,0.033229,0.200037,0,-0.033729,-0.405085,-0.000081
-36,222.5,2,348.74,16.97,366.36,359.71,1017.8,20.06,34.7,-10.97,7.2,13.44,0.0032568,0.033195,0.200037,0,-0.035727,-0.429081,-0.0000858
-36,227.5,2,348.99,17.18,366.36,359.8,1018.1,20.09,34.67,-10.81,7.24,13.6,0.0032933,0.033171,0.200037,0,-0.035601,-0.427568,-0.0000855
-36,232.5,2,349.03,17.17,366.36,359.87,1018.5,20.24,34.65,-10.84,7.03,12.87,0.0031038,0.033036,0.200037,0,-0.033645,-0.404076,-0.0000808
-36,237.5,2,348.91,17.04,366.36,359.89,1019,20.55,34.51,-10.98,6.8,12.13,0.0029021,0.032774,0.200037,0,-0.031865,-0.382699,-0.0000766
-36,242.5,2,351.35,17,366.36,359.95,1019.4,20.7,34.49,-8.6,6.67,11.71,0.0027903,0.032642,0.200037,0,-0.023997,-0.288204,-0.0000577
-36,247.5,2,355.11,17.03,366.36,360.01,1019.8,20.86,34.56,-4.9,6.63,11.62,0.0027558,0.032487,0.200037,0,-0.013503,-0.162171,-0.0000324
-36,252.5,2,359.52,17.15,366.36,360.15,1020.2,20.88,34.55,-0.63,6.43,10.93,0.0025908,0.032471,0.200037,0,-0.001632,-0.0196,-0.0000039
-36,257.5,2,363.33,17.27,366.36,360.35,1020.7,20.83,34.49,2.98,6.34,10.61,0.0025191,0.032525,0.200037,0,0.007507,0.090159,0.000018
-36,262.5,2,368.56,18.72,366.36,360.56,1021.1,20.71,34.56,8,6.16,9.99,0.002379,0.032622,0.200037,0,0.019032,0.228574,0.0000457
-36,267.5,2,369.58,18.26,366.36,360.77,1021.3,20.46,34.53,8.81,6.01,9.45,0.0022664,0.032853,0.200037,0,0.019967,0.239804,0.000048
-36,272.5,2,379.12,16.43,366.36,360.89,1021,20.01,34.25,18.23,5.88,8.95,0.0021764,0.033311,0.200037,0,0.039676,0.476509,0.0000953
-36,277.5,2,363.01,16.57,366.36,360.89,1020.2,19.44,34.21,2.12,6.18,9.75,0.0024096,0.033855,0.200037,0,0.005108,0.061347,0.0000123
-36,282.5,2,358.46,16.53,366.36,360.71,1018.4,18.47,34.05,-2.25,7.55,14.21,0.0036131,0.03483,0.200037,0,-0.008129,-0.097629,-0.0000195
-36,307.5,2,321.99,21.08,366.36,356.86,1013.6,22.46,33.14,-34.87,7.6,15.86,0.0036248,0.031308,0.200037,0,-0.126397,-1.518028,-0.0003037
-36,312.5,2,326.59,21.11,366.36,357.36,1014,21.88,35.43,-30.77,7.47,15.11,0.0034712,0.03147,0.200037,0,-0.106809,-1.282776,-0.0002566
-36,317.5,2,336.76,21.14,366.36,357.93,1014.7,21.31,35.55,-21.17,7.46,14.87,0.0034674,0.031943,0.200037,0,-0.073405,-0.881594,-0.0001764
-36,322.5,2,336.58,21.12,366.36,358.51,1015.5,20.78,35.56,-21.93,7.57,15.11,0.0035748,0.032409,0.200037,0,-0.078395,-0.941524,-0.0001884
-36,327.5,2,336.32,19.17,366.36,359.01,1016.3,20.38,35.48,-22.69,7.45,14.5,0.0034699,0.032781,0.200037,0,-0.078732,-0.945571,-0.0001892
-36,332.5,2,344.75,19.08,366.36,359.47,1017.1,20.04,35.34,-14.72,7.24,13.58,0.0032828,0.033114,0.200037,0,-0.048323,-0.580359,-0.0001161
-36,337.5,2,343.92,19.17,366.36,359.76,1017.7,19.9,35.28,-15.84,7.35,13.95,0.0033864,0.033253,0.200037,0,-0.053641,-0.644228,-0.0001289
-36,342.5,2,381.31,21.58,366.36,359.96,1018.3,19.94,35.18,21.35,7.51,14.58,0.003537,0.033232,0.200037,0,0.075515,0.906935,0.0001814
-36,347.5,2,377.81,20.83,366.36,360.23,1018.6,19.61,35.19,17.58,7.4,14.04,0.0034375,0.033539,0.200037,0,0.060431,0.725776,0.0001452
-36,352.5,2,376.13,20.39,366.36,360.46,1018.8,19.29,35.1,15.67,7.47,14.19,0.0035072,0.033858,0.200037,0,0.054958,0.660046,0.000132
-36,357.5,2,373.32,19.79,366.36,360.59,1018.9,19.1,34.95,12.73,7.52,14.32,0.003561,0.034065,0.200037,0,0.045332,0.544437,0.0001089
-40,2.5,2,360.61,17.38,366.04,361.4,1016.5,14.47,34.46,-0.79,9.02,18.28,0.0052252,0.039156,0.189408,0,-0.004128,-0.049577,-0.0000094
-40,7.5,2,343.52,15.02,366.04,361.25,1016.3,14.66,34.58,-17.73,8.75,17.29,0.0049106,0.038906,0.189408,0,-0.087065,-1.045651,-0.0001981
-40,12.5,2,339.84,15.88,366.04,360.47,1016,16.35,34.94,-20.63,8.64,17.63,0.0047495,0.036904,0.189408,0,-0.097982,-1.176764,-0.0002229
-40,17.5,2,334.37,16.77,366.04,358.99,1015.2,19.01,35.22,-24.62,8.66,18.95,0.0047184,0.034109,0.189408,0,-0.116167,-1.395166,-0.0002643
-40,22.5,2,335.14,14.5,366.04,358.42,1014.6,19.72,35.25,-23.28,8.24,17.45,0.004258,0.033426,0.189408,0,-0.099126,-1.190503,-0.0002255
-40,27.5,2,313.85,15.82,366.04,358.87,1014.7,18.88,35.38,-45.02,7.92,15.8,0.0039457,0.034209,0.189408,0,-0.177635,-2.133396,-0.0004041
-40,32.5,2,313.61,15.79,366.04,359.06,1015.1,18.77,35.43,-45.45,8.17,16.76,0.0041976,0.034309,0.189408,0,-0.190781,-2.29128,-0.000434
-40,37.5,2,330.34,19.6,366.04,359.48,1015.9,18.49,35.11,-29.14,8.14,16.52,0.0041771,0.034637,0.189408,0,-0.121721,-1.461869,-0.0002769
-40,42.5,2,328.25,19.17,366.04,359.81,1016.7,18.41,35.07,-31.56,8.15,16.53,0.00419,0.034723,0.189408,0,-0.132236,-1.588154,-0.0003008
-40,47.5,2,323.91,15.29,366.04,360.38,1017.7,17.95,35.07,-36.47,8.11,16.18,0.0041561,0.035187,0.189408,0,-0.151573,-1.820392,-0.0003448
-40,52.5,2,335.72,14.97,366.04,360.72,1018.7,18,35.01,-25,8.09,16.12,0.0041359,0.035146,0.189408,0,-0.103398,-1.24181,-0.0002352
-40,57.5,2,323.77,18.37,366.04,360.79,1019.3,18.33,35.05,-37.02,8.14,16.46,0.0041823,0.034806,0.189408,0,-0.154829,-1.859496,-0.0003522
-40,62.5,2,319.51,17.71,366.04,361.15,1019.5,17.71,35.12,-41.64,8.07,15.93,0.0041195,0.035425,0.189408,0,-0.171536,-2.060147,-0.0003902
-40,67.5,2,332.97,18.17,366.04,361.47,1019.6,17.06,35.12,-28.5,8.03,15.51,0.0040879,0.036105,0.189408,0,-0.116505,-1.399225,-0.000265
-40,72.5,2,357.71,18.95,366.04,361.59,1019.5,16.69,35.11,-3.88,8.16,15.86,0.0042262,0.036503,0.189408,0,-0.016398,-0.19694,-0.0000373
-40,77.5,2,353.89,18.95,366.04,361.66,1019.3,16.35,35.09,-7.77,8.29,16.23,0.0043692,0.036877,0.189408,0,-0.033949,-0.407727,-0.0000772
-40,82.5,2,338.47,18.48,366.04,361.75,1019.1,15.97,35.03,-23.28,8.52,16.97,0.0046219,0.037309,0.189408,0,-0.107598,-1.292252,-0.0002448
-40,87.5,2,340.4,13.94,366.04,361.81,1018.7,15.47,34.89,-21.41,8.61,17.11,0.0047339,0.037901,0.189408,0,-0.101353,-1.21725,-0.0002306
-40,92.5,2,341.6,13.72,366.04,361.72,1018.2,15.23,34.86,-20.12,8.64,17.12,0.0047719,0.038183,0.189408,0,-0.096011,-1.153092,-0.0002184
-40,97.5,2,346.09,13.34,366.04,361.66,1017.8,15.01,34.93,-15.57,8.68,17.17,0.0048164,0.038426,0.189408,0,-0.074991,-0.900642,-0.0001706
-40,102.5,2,346.79,13.62,366.04,361.52,1017.3,14.9,35.07,-14.73,8.63,16.93,0.0047618,0.03853,0.189408,0,-0.070141,-0.842393,-0.0001596
-40,107.5,2,347.23,13.8,366.04,361.31,1016.9,15.06,35.13,-14.08,8.38,16.03,0.0044854,0.038331,0.189408,0,-0.063154,-0.75848,-0.0001437
-40,112.5,2,347.97,16.5,366.04,361.01,1016.5,15.48,35.27,-13.04,8.06,14.99,0.0041385,0.03782,0.189408,0,-0.053966,-0.648132,-0.0001228
-40,117.5,2,347.42,15.68,366.04,360.76,1016.1,15.74,35.23,-13.34,8.02,14.95,0.004096,0.037532,0.189408,0,-0.054641,-0.656238,-0.0001243
-40,122.5,2,345.05,10.76,366.04,360.74,1016.1,15.78,35.12,-15.69,7.99,14.85,0.0040659,0.037506,0.189408,0,-0.063794,-0.766166,-0.0001451
-40,127.5,2,343.07,10.37,366.04,360.77,1016.3,15.89,35.13,-17.7,7.74,13.98,0.0038148,0.037381,0.189408,0,-0.067522,-0.810939,-0.0001536
-40,132.5,2,340.41,10.21,366.04,360.69,1016.3,16.09,35.17,-20.28,7.54,13.33,0.003615,0.03715,0.189408,0,-0.073312,-0.880477,-0.0001668
-40,137.5,2,338.24,10.35,366.04,360.44,1016,16.41,35.32,-22.2,7.55,13.48,0.0036184,0.036771,0.189408,0,-0.080328,-0.964739,-0.0001827
-40,152.5,2,339.85,20.28,366.04,358.55,1014.6,19.45,35.42,-18.7,8.25,17.38,0.0042699,0.033655,0.189408,0,-0.079847,-0.958962,-0.0001817
-40,157.5,2,339.69,20.85,366.04,359.06,1015.3,18.93,35.31,-19.37,8.34,17.54,0.0043754,0.034172,0.189408,0,-0.084751,-1.01786,-0.0001928
-40,162.5,2,339.06,20.2,366.04,359.33,1015.5,18.51,35.35,-20.27,7.91,15.61,0.0039402,0.034578,0.189408,0,-0.079868,-0.959215,-0.0001817
-40,167.5,2,336.76,19.7,366.04,359.23,1015.3,18.58,35.36,-22.47,7.56,14.29,0.0035997,0.034507,0.189408,0,-0.080885,-0.971429,-0.000184
-40,172.5,2,334.15,18.14,366.04,358.86,1014.8,18.96,35.25,-24.71,7.05,12.54,0.0031264,0.034152,0.189408,0,-0.077253,-0.927809,-0.0001757
-40,182.5,2,335.9,18.55,366.04,358.97,1015.3,19.11,35.29,-23.07,7.81,15.45,0.0038348,0.034001,0.189408,0,-0.088469,-1.062513,-0.0002013
-40,187.5,2,357.01,17.85,366.04,359.33,1015.6,18.59,35.07,-2.32,8.12,16.48,0.0041558,0.034544,0.189408,0,-0.009641,-0.115788,-0.0000219
-40,192.5,2,357.04,17.63,366.04,359.61,1015.9,18.21,34.77,-2.57,8.28,16.98,0.0043351,0.034973,0.189408,0,-0.011141,-0.133803,-0.0000253
-40,197.5,2,363.14,16.51,366.04,359.8,1016.1,17.97,34.61,3.34,8.05,15.95,0.0041036,0.035243,0.189408,0,0.013706,0.164609,0.0000312
-40,202.5,2,362.42,16.16,366.04,360,1016.4,17.76,34.53,2.42,7.88,15.2,0.003936,0.035472,0.189408,0,0.009525,0.114395,0.0000217
-40,207.5,2,360.74,15.89,366.04,360.22,1016.8,17.58,34.46,0.52,7.77,14.72,0.003833,0.035671,0.189408,0,0.001993,0.023936,0.0000045
-40,212.5,2,355.46,15.12,366.04,360.38,1017.1,17.46,34.39,-4.92,7.8,14.78,0.0038635,0.035808,0.189408,0,-0.019008,-0.228286,-0.0000432
-40,217.5,2,348.92,14.21,366.04,360.51,1017.3,17.34,34.29,-11.59,7.71,14.4,0.0037792,0.035951,0.189408,0,-0.043801,-0.52605,-0.0000996
-40,222.5,2,348.41,14.32,366.04,360.57,1017.4,17.3,34.23,-12.16,7.62,14.05,0.0036927,0.036003,0.189408,0,-0.044903,-0.539285,-0.0001022
-40,227.5,2,347.73,14.52,366.04,360.64,1017.5,17.22,34.26,-12.91,7.45,13.4,0.0035296,0.036083,0.189408,0,-0.045567,-0.54726,-0.0001037
-40,232.5,2,347.42,14.59,366.04,360.74,1017.7,17.16,34.3,-13.32,7.47,13.46,0.003551,0.03614,0.189408,0,-0.047299,-0.568061,-0.0001076
-40,237.5,2,347.59,14.58,366.04,360.82,1018,17.21,34.19,-13.23,7.5,13.58,0.0035793,0.036106,0.189408,0,-0.047354,-0.568722,-0.0001077
-40,242.5,2,349.6,14.63,366.04,360.89,1018.3,17.31,34.15,-11.29,7.53,13.73,0.0036089,0.036007,0.189408,0,-0.040744,-0.489335,-0.0000927
-40,247.5,2,352.95,14.76,366.04,360.93,1018.5,17.37,34.17,-7.98,7.6,14,0.0036731,0.03594,0.189408,0,-0.029311,-0.352025,-0.0000667
-40,252.5,2,357.09,14.99,366.04,361.08,1018.8,17.29,34.15,-3.99,7.65,14.16,0.0037241,0.036028,0.189408,0,-0.014859,-0.178457,-0.0000338
-40,257.5,2,360.74,15.24,366.04,361.26,1019.1,17.11,34.07,-0.52,7.65,14.09,0.0037268,0.036233,0.189408,0,-0.001938,-0.023275,-0.0000044
-40,262.5,2,368.23,18.07,366.04,361.44,1019.5,17.04,34.04,6.79,7.64,14.03,0.0037191,0.036313,0.189408,0,0.025253,0.303289,0.0000574
-40,267.5,2,377.87,16.09,366.04,361.61,1019.9,16.98,34.11,16.26,7.51,13.54,0.0035944,0.036365,0.189408,0,0.058445,0.701924,0.000133
-40,272.5,2,382.48,14.81,366.04,361.59,1019.8,16.93,34,20.89,7.25,12.6,0.0033515,0.036437,0.189408,0,0.070013,0.840856,0.0001593
-40,277.5,2,348.51,15.05,366.04,361.45,1019.3,16.85,33.98,-12.94,6.82,11.13,0.0029678,0.036527,0.189408,0,-0.038403,-0.46122,-0.0000874
-40,282.5,2,340.93,15.49,366.04,360.95,1018,16.92,33.78,-20.02,7.18,12.35,0.0032894,0.036487,0.189408,0,-0.065854,-0.790907,-0.0001498
-40,302.5,2,302,17.18,366.04,358.73,1012.6,17.54,33.7,-56.73,7.95,15.39,0.0040267,0.035841,0.189408,0,-0.228435,-2.743504,-0.0005197
-40,307.5,2,291.4,17.46,366.04,357.93,1013.4,19.82,34.1,-66.53,8.05,16.7,0.0040855,0.033512,0.189408,0,-0.271808,-3.264414,-0.0006184
-40,312.5,2,309.86,18.53,366.04,358.11,1013.5,19.54,34.81,-48.25,7.99,16.34,0.0040157,0.033665,0.189408,0,-0.193758,-2.327034,-0.0004408
-40,317.5,2,325.12,17.35,366.04,358.67,1013.9,18.69,34.8,-33.55,8.06,16.28,0.0040988,0.034489,0.189408,0,-0.137515,-1.651555,-0.0003128
-40,322.5,2,322.21,15.25,366.04,359.05,1014.4,18.25,34.85,-36.84,8.24,16.83,0.0042902,0.03492,0.189408,0,-0.158051,-1.898193,-0.0003596
-40,327.5,2,330.8,14.96,366.04,359.49,1015,17.77,34.98,-28.69,8.49,17.65,0.0045594,0.035386,0.189408,0,-0.130809,-1.571016,-0.0002976
-40,332.5,2,335.7,15.27,366.04,359.91,1015.4,17.14,34.96,-24.21,8.62,17.91,0.004713,0.036047,0.189408,0,-0.114102,-1.370365,-0.0002596
-40,337.5,2,341.12,17.56,366.04,360.38,1015.8,16.4,34.8,-19.26,8.71,17.94,0.004829,0.036873,0.189408,0,-0.093007,-1.117014,-0.0002116
-40,342.5,2,352.37,16.01,366.04,360.74,1016.2,15.86,34.62,-8.37,8.83,18.18,0.0049776,0.037506,0.189408,0,-0.041663,-0.500373,-0.0000948
-40,347.5,2,358.56,16.35,366.04,361.03,1016.5,15.43,34.71,-2.47,8.84,18.01,0.0049933,0.037979,0.189408,0,-0.012333,-0.148119,-0.0000281
-40,352.5,2,359.38,16.14,366.04,361.31,1016.6,14.8,34.7,-1.93,8.7,17.16,0.00485,0.038717,0.189408,0,-0.009361,-0.112426,-0.0000213
-40,357.5,2,361.85,17.54,366.04,361.37,1016.5,14.53,34.52,0.48,8.92,17.9,0.0051057,0.039073,0.189408,0,0.002451,0.029437,0.0000056
-44,2.5,2,345.86,11.99,365.82,360.94,1011.8,10.07,34.19,-15.08,11.04,24.2,0.0079728,0.045131,0.177856,0,-0.12023,-1.443962,-0.0002568
-44,7.5,2,347,12.13,365.82,361,1011.6,9.6,34.16,-14,10.91,23.31,0.0078019,0.045849,0.177856,0,-0.109227,-1.311816,-0.0002333
-44,12.5,2,344.92,12.29,365.82,360.79,1011.6,10.32,34.26,-15.87,10.84,23.5,0.0076757,0.044743,0.177856,0,-0.121813,-1.462974,-0.0002602
-44,17.5,2,344.45,11.84,365.82,360.46,1011.6,11.41,34.41,-16.01,10.47,22.62,0.007124,0.043143,0.177856,0,-0.114055,-1.369801,-0.0002436
-44,22.5,2,336.93,12.55,365.82,360.31,1011.7,11.99,34.43,-23.38,9.72,19.82,0.0061258,0.042339,0.177856,0,-0.143221,-1.720084,-0.000306
-44,27.5,2,328.24,10.38,365.82,360.45,1012.1,12.01,34.59,-32.21,9.41,18.59,0.0057375,0.042278,0.177856,0,-0.184805,-2.219508,-0.0003948
-44,32.5,2,328.23,10.37,365.82,360.71,1012.6,11.74,34.71,-32.48,9.44,18.56,0.0057747,0.042622,0.177856,0,-0.187562,-2.25262,-0.0004007
-44,37.5,2,343.61,12.22,365.82,361.15,1013.2,11.04,34.32,-17.54,9.31,17.7,0.0056445,0.043685,0.177856,0,-0.099005,-1.18905,-0.0002115
-44,42.5,2,344.72,13.65,365.82,361.57,1014.1,10.71,34.1,-16.85,9.19,17.08,0.005512,0.044207,0.177856,0,-0.092877,-1.115453,-0.0001984
-44,47.5,2,354.99,7.32,365.82,362.23,1015.2,9.85,34,-7.24,9.16,16.55,0.0054977,0.045505,0.177856,0,-0.039803,-0.478034,-0.000085
